prompt idx,default prompt,method,language style,prompt template,correct,prompt format,prompt length,samples
122,False,meta_desc,,"
Given a series of navigation instructions, classify whether they will lead the person back to the starting point or not. The instructions will be in the form of a string, where each character represents a direction (N for North, S for South, E for East, W for West). Your task is to output a binary classification (1 for returning to the starting point, 0 for not returning).
Instructions: {instructions}
Output:",0,SEP_VARS,87,100
123,False,meta_desc,,"
Given a series of navigation instructions, classify whether the person will end up back at the starting point or not. The instructions will be in the form of a string, where each character represents a direction: 'N' for north, 'S' for south, 'E' for east, and 'W' for west. The starting point is assumed to be (0,0) on a 2D plane, and each direction corresponds to a unit movement in that direction. Your task is to",0,other,101,100
124,False,meta_desc,,"
Classify whether a series of navigation instructions will bring the user back to the starting point. Provide a list of instructions as input and output a binary classification indicating whether the user will end up at the starting point or not.
Instructions: {instructions}
Output:",1,SEP_VARS,52,100
125,False,meta_desc,,"
Given a series of navigation instructions, classify whether they will bring the user back to the starting point. The navigation instructions will be provided as a string of directions, where each direction is represented by a single letter (N for north, S for south, E for east, W for west). The starting point is assumed to be (0,0) on a two-dimensional plane. Your task is to output a binary classification label indicating whether the user will end up back at the starting point after",0,other,99,100
126,False,meta_desc,,"
Given a series of navigation instructions, determine whether one would end up back at the starting point. The instructions consist of a sequence of characters representing movements in the four cardinal directions: N (north), S (south), E (east), and W (west). A movement of one unit in a direction is represented by a single character. Your task is to write a program that takes a string of navigation instructions as input and outputs whether the final position is the same as the starting position.
Instruct",0,other,100,100
127,False,meta_desc,,"
Given a series of navigation instructions, determine whether one would end up back at the starting point. The instructions consist of a sequence of characters representing movements in the cardinal directions: N (north), S (south), E (east), and W (west). The starting point is at the origin (0,0) on a two-dimensional plane. Your task is to write a program that takes in a string of instructions and outputs whether or not the final position is the same as the starting position",0,other,99,100
128,False,meta_desc,,"
Given a series of navigation instructions, determine whether one would end up back at the starting point. Answer with Yes or No.
Instructions: {instructions}
Output:",1,SEP_VARS,33,100
129,False,meta_desc,,"
Given a set of instructions, determine if following them would lead one back to the starting point. The instructions will contain the keyword ""instructions"". Provide a yes or no answer.
Instructions: {instructions}
Output:

",1,SEP_VARS,43,100
130,False,meta_desc,,"
Given a series of navigation instructions, determine whether one would end up back at the starting point. The instructions will be provided as a string containing the keyword ""instructions"". The output should be a yes/no answer.
Instructions: {instructions}
Output:

",1,SEP_VARS,50,100
131,False,meta_desc,,"
Given a set of navigation instructions, determine whether they would lead one back to the starting point. Please output either ""Yes"" or ""No"". 
Instructions: {instructions}
Output:",1,SEP_VARS,38,100
132,False,meta_desc,,"
Given a set of navigation instructions {instructions}, determine whether following these instructions would lead one back to the starting point. Output ""Yes"" if the instructions lead back to the starting point, and ""No"" otherwise.
Output:",1,other,46,100
133,False,meta_desc,,"
Given a set of navigation {instructions}, determine whether they would lead one back to the starting point. Provide a binary classification output, with the options being ""Yes"" or ""No"".
Instructions: {instructions}
Output:",1,SEP_VARS,45,100
134,False,meta_desc,,"
Given a set of navigation {instructions}, determine whether following them would lead one back to the starting point. Provide a binary classification output with the options ""Yes"" or ""No"".
Instructions: {instructions}
Output:",1,SEP_VARS,44,100
135,False,meta_desc,,"
Determine whether a series of navigation instructions would lead one back to the starting point. The navigation instructions are represented by the placeholder {instructions}. Respond with a yes or no classification.
Instructions: {instructions}
Output:",1,SEP_VARS,44,100
136,False,meta_desc,,"
Given a series of navigation instructions represented by {instructions}, determine whether following these instructions would lead one back to the starting point. Output a yes or no classification.
Instructions: {instructions}
Output:",1,SEP_VARS,40,100
137,False,meta_desc,,"
Given a series of navigation instructions, determine whether one would end up back at the starting point. Provide a ""yes"" or ""no"" answer.
Instructions: {instructions}
Output:",1,SEP_VARS,38,100
138,False,meta_desc,,"
Given a series of navigation instructions, determine whether the final position is the same as the starting position. Provide a ""yes"" or ""no"" answer.
Instructions: {instructions}
Output:",1,SEP_VARS,39,100
139,False,meta_desc,,"
Given a set of navigation instructions, classify whether the user will end up back at the starting point or not. Provide a binary classification of ""yes"" or ""no"" for each set of instructions.
Instructions: {instructions}
Output:",1,SEP_VARS,48,100
140,False,meta_desc,,"
Write a model that can classify whether a set of navigation instructions will lead the user back to the starting point or not. Your model should take in a set of instructions and output a binary classification.
Instructions: {instructions}
Output:",0,SEP_VARS,47,100
141,False,meta_desc,,"
Given a series of navigation instructions, classify whether they will lead back to the starting point or not. Please output ""Yes"" if the instructions lead back to the starting point, and ""No"" otherwise.
Instructions: {instructions}
Output:",1,SEP_VARS,49,100
142,False,meta_desc,,"
Given a series of navigation instructions, determine whether they will lead back to the starting point or not. Write ""Yes"" if they do and ""No"" if they don't.
Instructions: {instructions}
Output:",1,SEP_VARS,44,100
143,False,meta_desc,,"
Given a series of navigation instructions, determine whether they will lead back to the starting point. Please respond with either ""Yes"" or ""No"".
Instructions: {instructions}
Output:",1,SEP_VARS,37,100
144,False,meta_desc,,"
Given a series of navigation instructions, determine if the final destination is the same as the starting point. Please provide a ""Yes"" or ""No"" answer.
Instructions: {instructions}
Output:

",1,SEP_VARS,40,100
145,False,meta_desc,,"
Given a series of navigation instructions, predict whether the final destination will be the starting point or not. Answer ""yes"" or ""no"".
Instructions: {instructions}
Output:",1,SEP_VARS,36,100
146,False,meta_desc,,"
Given a set of navigation instructions, determine whether they will lead back to the starting point or not. Please provide a binary classification of ""Yes"" or ""No"".
Instructions: {instructions}
Output:

",1,SEP_VARS,41,100
147,False,meta_desc,,"
Given a series of navigation instructions, determine whether they will lead back to the starting point or not. Provide a binary classification of ""Yes"" or ""No"".
Instructions: {instructions}
Output:

",1,SEP_VARS,40,100
148,False,meta_desc,,"
Given a series of navigation instructions, classify whether they will lead back to the starting point or not. Provide a binary classification of ""yes"" or ""no"" for each set of instructions. 
Instructions: {instructions}
Output:",1,SEP_VARS,47,100
149,False,meta_desc,,"
Given a set of navigation instructions, determine whether the final destination is the same as the starting point. Your task is to classify whether a series of navigation instructions will lead back to the starting point. 
Instructions: {instructions}
Output:",1,SEP_VARS,48,100
150,False,meta_desc,,"
Given a series of navigation instructions, predict whether the final location will be the same as the starting point.
Instructions: {instructions}
Output:",1,SEP_VARS,29,100
151,False,meta_desc,,"
Given a set of navigation instructions, classify whether they will lead back to the starting point. Please provide a ""Yes"" or ""No"" answer.
Instructions: {instructions}
Output:

",1,SEP_VARS,38,100
152,False,meta_desc,,"
Given a set of navigation instructions, determine whether they will lead the user back to the starting point or not. Provide a binary classification of ""Yes"" or ""No"".
Instructions: {instructions}
Output:

",1,SEP_VARS,42,100
153,False,meta_desc,,"
Given a set of navigation instructions, classify whether they will lead the user back to the starting point or not. Please provide a binary classification (yes or no) for each set of instructions.
Instructions: {instructions}
Output:",1,SEP_VARS,46,100
154,False,meta_desc,,"
Given a series of navigation instructions, determine if the person will end up back at the starting point or not. Write a model that can classify these instructions as leading to a return to the starting point or not. 
Instructions: {instructions}
Output:",0,SEP_VARS,51,100
155,False,meta_desc,,"
Given a series of navigation instructions, predict whether the person will end up back at the starting point or not. Your answer should be either ""Yes"" or ""No"".
Instructions: {instructions}
Output:",1,SEP_VARS,42,100
156,False,meta_desc,,"
Given a series of navigation instructions, classify whether the user will end up back at the starting point. Answer ""back to starting point"" or ""not back to starting point"".
Instructions: {instructions}
Output:",0,SEP_VARS,43,100
157,False,meta_desc,,"
Given a series of navigation instructions, determine whether the user will end up back at the starting point. Answer ""yes"" or ""no"".
Instructions: {instructions}
Output:",1,SEP_VARS,36,100
158,False,meta_desc,,"
Given a set of navigation instructions, predict whether the final destination is the same as the starting point.
Instructions: {instructions}
Output:",1,SEP_VARS,28,100
159,False,meta_desc,,"
Given a set of navigation instructions, predict whether the final destination is the starting point.
Instructions: {instructions}
Output:",1,SEP_VARS,25,100
160,False,meta_desc,,"
Given a set of navigation instructions, determine if the final destination is the same as the starting point. Answer with ""Yes"" or ""No"".
Instructions: {instructions}
Output:",1,SEP_VARS,37,100
161,False,meta_desc,,"
Given a set of navigation instructions, determine if the final destination is the same as the starting point. Answer with Yes or No. 
Instructions: {instructions}
Output:",1,SEP_VARS,35,100
162,False,meta_desc,,"
Given a set of navigation instructions, determine if the final destination is the same as the starting point. Use the keyword ""instructions"" in your response.
Instructions: {instructions}
Output:",0,SEP_VARS,38,100
163,False,meta_desc,,"
Given a set of navigation instructions, determine whether the final destination is the same as the starting point. Please provide a yes or no answer.
Instructions: {instructions}
Output:",1,SEP_VARS,36,100
164,False,meta_desc,,"
Given a set of navigation instructions, determine if they lead back to the starting point. Please provide a binary classification of ""Yes"" or ""No"".
Instructions: {instructions}
Output:",1,SEP_VARS,38,100
165,False,meta_desc,,"
Given a set of navigation instructions, determine if they lead back to the starting point. Write a binary classifier that outputs ""Yes"" or ""No"".
Instructions: {instructions}
Output:

",1,SEP_VARS,38,100
166,False,meta_desc,,"
Given a set of navigation instructions, determine whether they would lead you back to the starting point. Please provide a binary classification of ""Yes"" or ""No"".
Instructions: {instructions}
Output:",1,SEP_VARS,40,100
167,False,meta_desc,,"
Given a set of navigation instructions, determine whether they lead back to the starting point. Please provide a binary classification output of ""Yes"" or ""No"".
Instructions: {instructions}
Output:",1,SEP_VARS,39,100
168,False,meta_desc,,"
Given a series of navigation instructions, determine if they lead back to the starting point. Please provide a yes or no answer.
Instructions: {instructions}
Output:",1,SEP_VARS,33,100
169,False,meta_desc,,"
Given a set of navigation instructions, determine if the final location is the same as the starting point. Provide a yes or no answer.
Instructions: {instructions}
Output:

",1,SEP_VARS,35,100
170,False,meta_desc,,"
Given a set of navigation instructions, determine if the final destination is the same as the starting point. Provide a yes or no answer.
Instructions: {instructions}
Output:

",1,SEP_VARS,35,100
